brand,name,cin,domain,career_url,ats,verified
ONGC,OIL AND NATURAL GAS CORPORATION LIMITED,L74899DL1993GOI054155,ongcindia.com,https://ongcindia.com/web/eng/career,CUSTOM,YES
BHEL,BHARAT HEAVY ELECTRICALS LIMITED,L40101DL1964GOI004281,bhel.com,https://www.bhel.com/career/index.html,CUSTOM,YES
HAL,HINDUSTAN AERONAUTICS LIMITED,L35301KA1940GOI000203,hal-india.co.in,https://hal-india.co.in/Careers/,CUSTOM,YES
DRDO,DEFENCE RESEARCH AND DEVELOPMENT ORGANISATION,---,drdo.gov.in,https://www.drdo.gov.in/recruitment,CUSTOM,YES
ISRO,INDIAN SPACE RESEARCH ORGANISATION,---,isro.gov.in,https://www.isro.gov.in/Careers.html,CUSTOM,YES
BPCL,BHARAT PETROLEUM CORPORATION LIMITED,L23220MH1952GOI008931,bharatpetroleum.com,https://www.bharatpetroleum.com/Careers.aspx,CUSTOM,YES
HPCL,HINDUSTAN PETROLEUM CORPORATION LIMITED,L23201MH1952GOI008858,hindustanpetroleum.com,https://www.hindustanpetroleum.com/career,CUSTOM,YES
IOC,INDIAN OIL CORPORATION LIMITED,L23201DL1959GOI003284,iocl.com,https://www.iocl.com/careers,CUSTOM,YES
Adani Enterprises,ADANI ENTERPRISES LIMITED,L51100GJ1993PLC019067,adani.com,https://careers.adani.com,SUCCESSFACTORS,YES
Adani Green,ADANI GREEN ENERGY LIMITED,L40100GJ2015PLC082833,adanigreenenergy.com,https://careers.adani.com,SUCCESSFACTORS,YES
Torrent Power,TORRENT POWER LIMITED,L31200GJ2004PLC044068,torrentpower.com,https://www.torrentpower.com/career/,CUSTOM,YES
Tata Power,THE TATA POWER COMPANY LIMITED,L28920MH1919PLC000567,tatapower.com,https://www.tatapower.com/careers/,SUCCESSFACTORS,YES
D-Mart,AVENUE SUPERMARTS LIMITED,L51900MH2000PLC126473,dmartindia.com,https://www.dmartindia.com/career,CUSTOM,YES
Reliance Retail,RELIANCE RETAIL LIMITED,U51909MH1999PLC120563,relianceretail.com,https://careers.ril.com,WORKDAY,YES
Shoppers Stop,SHOPPERS STOP LIMITED,L52100MH1997PLC108798,shoppersstop.com,https://www.shoppersstop.com/careers,CUSTOM,YES
Titan Company,TITAN COMPANY LIMITED,L74999TN1984PLC010444,titancompany.in,https://www.titancompany.in/careers,SUCCESSFACTORS,YES
Tanishq,TITAN COMPANY LIMITED,L74999TN1984PLC010445,tanishq.co.in,https://www.titancompany.in/careers,SUCCESSFACTORS,YES
Lifestyle,LIFESTYLE INTERNATIONAL PRIVATE LIMITED,U52100TN1998PTC040064,lifestylestores.com,https://www.lifestylestores.com/in/en/career,CUSTOM,YES
Future Retail,FUTURE RETAIL LIMITED,L51909WB1987PLC042897,futureretail.in,https://www.futureretail.in/careers.html,CUSTOM,YES
Aditya Birla Fashion,ADITYA BIRLA FASHION AND RETAIL LIMITED,L18101MH1988PLC047806,abfrl.com,https://www.abfrl.com/careers/,WORKDAY,YES
DLF,DLF LIMITED,L70101HR1963PLC002484,dlf.in,https://www.dlf.in/careers.aspx,CUSTOM,YES
Godrej Properties,GODREJ PROPERTIES LIMITED,L45200MH1985PLC035308,godrejproperties.com,https://www.godrejproperties.com/careers,WORKDAY,YES
Prestige Group,PRESTIGE ESTATES PROJECTS LIMITED,L07010KA1997PLC022319,prestigeconstructions.com,https://www.prestigeconstructions.com/career-landing,CUSTOM,YES
Lodha Group,MACROTECH DEVELOPERS LIMITED,L45200MH1995PLC093041,lodhagroup.com,https://www.lodhagroup.com/careers,WORKDAY,YES
Brigade Group,BRIGADE ENTERPRISES LIMITED,L85110KA1995PLC019126,brigadegroup.com,https://www.brigadegroup.com/careers,CUSTOM,YES
Sobha Developers,SOBHA LIMITED,L45201KA1995PLC018475,sobha.com,https://www.sobha.com/careers,CUSTOM,YES
Zee Entertainment,ZEE ENTERTAINMENT ENTERPRISES LIMITED,L92132MH1982PLC028767,zeeentertainment.com,https://www.zeeentertainment.com/pages/careers,CUSTOM,YES
Sony India,SONY INDIA PRIVATE LIMITED,U32300DL1994PTC057601,sony.co.in,https://www.sony.co.in/en/careers,WORKDAY,YES
Star India,STAR INDIA PRIVATE LIMITED,U92141MH1993PTC071792,startv.com,https://www.hotstar.com/in/about/careers,WORKDAY,YES
Sun TV,SUN TV NETWORK LIMITED,L92100TN1985PLC012793,suntv.com,https://www.suntv.com/careers,CUSTOM,YES
Times of India,BENNETT COLEMAN AND CO LIMITED,U22120MH1913PLC000728,timesinternet.in,https://careers.timesinternet.in,CUSTOM,YES
HT Media,HT MEDIA LIMITED,L22121DL2002PLC117874,htmedia.in,https://www.htmedia.in/careers/,CUSTOM,YES
IndiGo,INTERGLOBE AVIATION LIMITED,L62100DL2004PLC129768,goindigo.in,https://careers.goindigo.in,WORKDAY,YES
Air India,AIR INDIA LIMITED,U62200DL1953GOI001413,airindia.com,https://www.airindia.com/in/en/footer/careers.html,WORKDAY,YES
SpiceJet,SPICEJET LIMITED,L62200DL1984PLC019060,spicejet.com,https://careers.spicejet.com,CUSTOM,YES
Vistara,TATA SIA AIRLINES LIMITED,U62200HR2013PLC048118,airvistara.com,https://www.airvistara.com/in/en/fly-vistara/career,WORKDAY,YES
AkasaAir,SNV AVIATION PRIVATE LIMITED,U35302MH2021PTC357110,akasaair.com,https://careers.akasaair.com,WORKDAY,YES
Taj Hotels,INDIAN HOTELS COMPANY LIMITED,L74999MH1902PLC000183,ihcltata.com,https://careers.ihcltata.com,WORKDAY,YES
OYO,ORAVEL STAYS PRIVATE LIMITED,U74999DL2012PTC248165,oyorooms.com,https://www.oyorooms.com/about/careers,LEVER,YES
Lemon Tree Hotels,LEMON TREE HOTELS LIMITED,L74899DL1992PLC049022,lemontreehotels.com,https://www.lemontreehotels.com/en/careers,CUSTOM,YES
MakeMyTrip,MAKEMYTRIP INDIA PRIVATE LIMITED,U63040DL2000PTC104918,makemytrip.com,https://careers.makemytrip.com,CUSTOM,YES
Yatra,YATRA ONLINE LIMITED,U63040MH2006PLC165728,yatra.com,https://www.yatra.com/corporate/careers,CUSTOM,YES
Blue Dart,BLUE DART EXPRESS LIMITED,L61074MH1983PLC030518,bluedart.com,https://www.bluedart.com/web/guest/careersoverview,WORKDAY,YES
DTDC,DTDC EXPRESS LIMITED,U64200KA1990PLC011470,dtdc.com,https://www.dtdc.com/career.asp,CUSTOM,YES
DHL India,DHL EXPRESS INDIA PRIVATE LIMITED,U63000MH1979PTC021226,dhl.com,https://careers.dhl.com/site/global/home/index.page,SUCCESSFACTORS,YES
FedEx India,FEDEX EXPRESS TRANSPORTATION AND SUPPLY CHAIN SERVICES INDIA PVT LTD,U63090TN2001PTC047793,fedex.com,https://careers.fedex.com/fedex,WORKDAY,YES
Gati,GATI LIMITED,L63010TG1995PLC020121,gati.com,https://www.gati.com/career.php,CUSTOM,YES
TCI Express,TCI EXPRESS LIMITED,L63090GJ1987PLC009790,tciexpress.in,https://www.tciexpress.in/career.html,CUSTOM,YES
Amazon Web Services India,AMAZON WEB SERVICES INDIA PRIVATE LIMITED,U72900KA2011PTC061461,aws.amazon.com,https://www.amazon.jobs/en/search?country%5B%5D=IN&business_category%5B%5D=amazon-web-services,WORKDAY,YES
Meta India,META PLATFORMS INDIA PRIVATE LIMITED,U72900DL2014PTC271598,meta.com,https://www.metacareers.com/locations/India/,WORKDAY,YES
Apple India,APPLE INDIA PRIVATE LIMITED,U32109KA1997PTC022290,apple.com,https://jobs.apple.com/en-in/search?location=india-IND,WORKDAY,YES
Netflix India,NETFLIX INDIA,U74999MH2019FTC321954,netflix.com,https://jobs.netflix.com/search?location=India,WORKDAY,YES
Twitter/X India,TWITTER COMMUNICATIONS INDIA PRIVATE LIMITED,U74120MH2011FTC214202,twitter.com,https://careers.twitter.com,WORKDAY,YES
Uber India,UBER INDIA SYSTEMS PRIVATE LIMITED,U74120KA2013FTC072684,uber.com,https://www.uber.com/in/en/careers/,WORKDAY,YES
Airbnb India,AIRBNB INDIA PRIVATE LIMITED,U74999MH2016FTC282384,airbnb.co.in,https://careers.airbnb.com,GREENHOUSE,YES
Spotify India,SPOTIFY INDIA LLP,AAL-0325,spotify.com,https://www.lifeatspotify.com/jobs,GREENHOUSE,YES
Atlassian India,ATLASSIAN NETWORK SERVICES INDIA PVT LTD,U72900KA2015PTC083041,atlassian.com,https://www.atlassian.com/company/careers,GREENHOUSE,YES
Twilio India,TWILIO INDIA PRIVATE LIMITED,U72900KA2018FTC109867,twilio.com,https://www.twilio.com/en-us/company/jobs,GREENHOUSE,YES
Stripe India,STRIPE PAYMENTS INDIA PRIVATE LIMITED,U65191KA2017PTC107290,stripe.com,https://stripe.com/jobs/search?location=india,GREENHOUSE,YES
GitHub India,GITHUB INDIA PRIVATE LIMITED,U72900KA2012PTC063519,github.com,https://www.github.careers,WORKDAY,YES
LinkedIn India,LINKEDIN INDIA PRIVATE LIMITED,U74140MH2009PTC196987,linkedin.com,https://careers.linkedin.com/,WORKDAY,YES
Zoom India,ZOOM VIDEO COMMUNICATIONS INDIA PVT LTD,U72900MH2019FTC328042,zoom.us,https://careers.zoom.us,WORKDAY,YES
Slack India,SLACK TECHNOLOGIES INDIA PRIVATE LIMITED,U72900KA2014PTC076523,slack.com,https://slack.com/intl/en-in/careers,WORKDAY,YES
Dropbox India,DROPBOX INDIA PRIVATE LIMITED,U72900KA2014FTC076100,dropbox.com,https://jobs.dropbox.com/teams/india,GREENHOUSE,YES
HubSpot India,HUBSPOT INDIA PRIVATE LIMITED,U72900KA2016PTC093400,hubspot.com,https://www.hubspot.com/jobs,GREENHOUSE,YES
Zendesk India,ZENDESK INDIA PRIVATE LIMITED,U72900KA2010FTC057230,zendesk.com,https://jobs.zendesk.com,WORKDAY,YES
ServiceNow India,SERVICENOW INDIA PRIVATE LIMITED,U72900KA2013PTC070851,servicenow.com,https://careers.servicenow.com,WORKDAY,YES
Workday India,WORKDAY SOFTWARE INDIA PRIVATE LIMITED,U72900KA2012PTC062400,workday.com,https://www.workday.com/en-us/company/careers/open-positions.html,WORKDAY,YES
Splunk India,SPLUNK INDIA PRIVATE LIMITED,U72900KA2013PTC073198,splunk.com,https://www.splunk.com/en_us/careers.html,WORKDAY,YES
Palo Alto Networks India,PALO ALTO NETWORKS INDIA PVT LTD,U72900KA2013FTC071200,paloaltonetworks.com,https://jobs.paloaltonetworks.com/en/jobs/?location=India,WORKDAY,YES
CrowdStrike India,CROWDSTRIKE INDIA PRIVATE LIMITED,U72900KA2020PTC131000,crowdstrike.com,https://careers.crowdstrike.com/india,WORKDAY,YES
Fortinet India,FORTINET INDIA PRIVATE LIMITED,U72900KA2008PTC048000,fortinet.com,https://www.fortinet.com/corporate/careers,WORKDAY,YES
VMware India,VMWARE SOFTWARE INDIA PRIVATE LIMITED,U72200KA2003PTC032000,vmware.com,https://careers.vmware.com/india,WORKDAY,YES
Red Hat India,RED HAT INDIA PRIVATE LIMITED,U72900MH2004PTC147000,redhat.com,https://www.redhat.com/en/jobs,WORKDAY,YES
Nutanix India,NUTANIX TECHNOLOGIES INDIA PVT LTD,U72900KA2014PTC078000,nutanix.com,https://jobs.jobvite.com/nutanix/jobs,GREENHOUSE,YES
Elastic India,ELASTIC INFO PRIVATE LIMITED,U72900KA2016PTC095000,elastic.co,https://www.elastic.co/about/careers,GREENHOUSE,YES
MongoDB India,MONGODB INDIA PRIVATE LIMITED,U72900KA2016PTC096000,mongodb.com,https://www.mongodb.com/careers,GREENHOUSE,YES
Databricks India,DATABRICKS INDIA PRIVATE LIMITED,U72900KA2018PTC115000,databricks.com,https://www.databricks.com/company/careers/open-positions,GREENHOUSE,YES
Snowflake India,SNOWFLAKE INDIA PRIVATE LIMITED,U72900KA2020PTC130000,snowflake.com,https://careers.snowflake.com,WORKDAY,YES
HashiCorp India,HASHICORP INDIA PRIVATE LIMITED,U72900KA2018PTC118000,hashicorp.com,https://www.hashicorp.com/jobs,GREENHOUSE,YES
Datadog India,DATADOG INDIA PRIVATE LIMITED,U72900MH2016PTC283000,datadoghq.com,https://careers.datadoghq.com/india,GREENHOUSE,YES
New Relic India,NEW RELIC INDIA PRIVATE LIMITED,U72900KA2015PTC082000,newrelic.com,https://newrelic.com/about/careers,WORKDAY,YES
PagerDuty India,PAGERDUTY INDIA PRIVATE LIMITED,U72900KA2017PTC106000,pagerduty.com,https://www.pagerduty.com/careers/,GREENHOUSE,YES
Okta India,OKTA INDIA PRIVATE LIMITED,U72900KA2017PTC107000,okta.com,https://www.okta.com/company/careers/,GREENHOUSE,YES
DocuSign India,DOCUSIGN INDIA PRIVATE LIMITED,U72900KA2016PTC094000,docusign.com,https://careers.docusign.com,WORKDAY,YES
Box India,BOX INDIA PRIVATE LIMITED,U72900KA2015PTC081000,box.com,https://www.box.com/careers,WORKDAY,YES
Autodesk India,AUTODESK INDIA PRIVATE LIMITED,U72900MH2003FTC141000,autodesk.com,https://www.autodesk.com/careers/home,WORKDAY,YES
Ansys India,ANSYS SOFTWARE PRIVATE LIMITED,U72200KA2012PTC063000,ansys.com,https://www.ansys.com/careers,WORKDAY,YES
Siemens India,SIEMENS LIMITED,L31100MH1957PLC010839,siemens.co.in,https://jobs.siemens.com/careers?search=india,WORKDAY,YES
Bosch India,ROBERT BOSCH INDIA LIMITED,L85110KA1951PLC000761,bosch.in,https://www.bosch.in/careers/,SUCCESSFACTORS,YES
ABB India,ABB INDIA LIMITED,L32202KA1949PLC032923,abb.com,https://careers.abb/global/en/jobs,SUCCESSFACTORS,YES
Honeywell India,HONEYWELL AUTOMATION INDIA LIMITED,L29129MH1984PLC033490,honeywell.com,https://careers.honeywell.com/us/en/india-jobs,WORKDAY,YES
3M India,3M INDIA LIMITED,L31300KA1987PLC013543,3mindia.com,https://www.3m.com/3M/en_US/careers,WORKDAY,YES
Emerson India,EMERSON ELECTRIC COMPANY INDIA PVT LTD,U31909MH1964PTC013000,emerson.com,https://www.emerson.com/en-us/careers,WORKDAY,YES
Schneider Electric India,SCHNEIDER ELECTRIC INDIA PRIVATE LIMITED,U31900DL2001PTC111610,se.com,https://www.se.com/in/en/about-us/careers/overview.jsp,SUCCESSFACTORS,YES
Eaton India,EATON TECHNOLOGIES PRIVATE LIMITED,U32104MH1996PTC100000,eaton.com,https://www.eaton.com/us/en-us/company/careers.html,WORKDAY,YES
Rockwell Automation India,ROCKWELL AUTOMATION INDIA PRIVATE LIMITED,U35994MH1992PTC067000,rockwellautomation.com,https://www.rockwellautomation.com/en-us/company/careers.html,WORKDAY,YES
Cummins India,CUMMINS INDIA LIMITED,L29112PN1962PLC012163,cummins.com,https://careers.cummins.com/search/?q=india,WORKDAY,YES
GE India,GE INDIA INDUSTRIAL PRIVATE LIMITED,U40109MH2001PTC134000,ge.com,https://jobs.gecareers.com/global/en/india,WORKDAY,YES
Johnson Controls India,JOHNSON CONTROLS INDIA PVT LTD,U31900MH2008FTC181000,johnsoncontrols.com,https://jobs.johnsoncontrols.com/india,WORKDAY,YES
Caterpillar India,CATERPILLAR INDIA PRIVATE LIMITED,U29253TN2004PTC053000,caterpillar.com,https://careers.caterpillar.com,WORKDAY,YES
Volvo India,VOLVO INDIA PRIVATE LIMITED,U34100KA1998PTC024000,volvo.com,https://jobs.volvogroup.com/jobs?region=Asia%20%26%20Pacific&country=IN,SUCCESSFACTORS,YES
Ford India,FORD INDIA PRIVATE LIMITED,U34100TN1995PTC031000,ford.com,https://corporate.ford.com/careers/jobs.html,WORKDAY,YES
BMW India,BMW INDIA PRIVATE LIMITED,U34101DL2007FTC163000,bmw.in,https://www.bmwgroup.com/en/careers.html,SUCCESSFACTORS,YES
Mercedes-Benz India,MERCEDES-BENZ INDIA PRIVATE LIMITED,U34101MH1994FTC077000,mercedes-benz.co.in,https://group.mercedes-benz.com/careers/,SUCCESSFACTORS,YES
Toyota India,TOYOTA KIRLOSKAR MOTOR PRIVATE LIMITED,U34100KA1997PTC022332,toyotabharat.com,https://www.toyota.co.jp/en/jobs/,SUCCESSFACTORS,YES
Kia India,KIA INDIA PRIVATE LIMITED,U34100AP2017PTC105000,kia.com,https://www.kia.com/in/company/about-kia/careers.html,WORKDAY,YES
Johnson & Johnson India,JOHNSON AND JOHNSON PRIVATE LIMITED,U24231MH1957PTC010921,jnj.com,https://jobs.jnj.com/jobs?location=India,WORKDAY,YES
Pfizer India,PFIZER LIMITED,L24231MH1950PLC008311,pfizerindia.com,https://www.pfizer.co.in/content/about-pfizer/careers,WORKDAY,YES
Abbott India,ABBOTT INDIA LIMITED,L24231MH1944PLC007462,abbott.com,https://www.abbott.com/careers.html,WORKDAY,YES
Novartis India,NOVARTIS INDIA LIMITED,L24230MH1947PLC005232,novartis.com,https://www.novartis.com/careers,WORKDAY,YES
Roche India,ROCHE PRODUCTS INDIA PRIVATE LIMITED,U24230MH1956PTC010000,roche.com,https://www.roche.com/careers,SUCCESSFACTORS,YES
AstraZeneca India,ASTRAZENECA PHARMA INDIA LIMITED,L24231KA1979PLC003563,astrazeneca.in,https://careers.astrazeneca.com/india,WORKDAY,YES
Sanofi India,SANOFI INDIA LIMITED,L24230GJ1956PLC001167,sanofi.co.in,https://www.sanofi.com/en/careers,SUCCESSFACTORS,YES
GSK India,GLAXOSMITHKLINE PHARMACEUTICALS LIMITED,L24231MH1924PLC001349,gsk.com,https://www.gsk.com/en-gb/careers/,WORKDAY,YES
Merck India,MERCK LIFE SCIENCE PRIVATE LIMITED,U24230MH1967PTC013803,merckgroup.com,https://www.merckgroup.com/en/careers.html,SUCCESSFACTORS,YES
Unilever India (HUL R&D),HINDUSTAN UNILEVER LIMITED,L15140MH1933PLC002031,unilever.com,https://careers.unilever.com/india,WORKDAY,YES
P&G India,PROCTER AND GAMBLE HOME PRODUCTS LIMITED,L24239MH1964PLC012908,pg.com/india,https://www.pg.com/en_IN/careers/,WORKDAY,YES
Mondelez India,MONDELEZ INDIA FOODS PRIVATE LIMITED,U15200MH1948PTC006543,mondelezinternational.com,https://careers.mondelezinternational.com/india,WORKDAY,YES
PepsiCo India,PEPSICO INDIA HOLDINGS PRIVATE LIMITED,U15122DL1989PTC034828,pepsicoindia.com,https://www.pepsicojobs.com/main/india,WORKDAY,YES
Coca-Cola India,HINDUSTAN COCA-COLA BEVERAGES PVT LTD,U74899DL1992PTC048406,coca-colaindia.com,https://www.coca-colacompany.com/careers,WORKDAY,YES
Kellogg India,KELLOGG INDIA PRIVATE LIMITED,U15209MH1994PTC080000,kelloggs.co.in,https://jobs.kelloggs.com/india,WORKDAY,YES
Mars India,MARS INTERNATIONAL INDIA PVT LTD,U15100MH1991FTC063000,mars.com,https://www.mars.com/careers,WORKDAY,YES
Citibank India,CITIBANK N.A.,---,citigroup.com,https://jobs.citi.com/search-jobs/India,WORKDAY,YES
HSBC India,HSBC SOFTWARE DEVELOPMENT INDIA PVT LTD,U72900MH2002PTC136000,hsbc.co.in,https://mycareer.hsbc.com/en_GB/ext/india,WORKDAY,YES
Standard Chartered India,STANDARD CHARTERED BANK,---,sc.com,https://scb.taleo.net/careersection/jobsearch,TALEO,YES
Barclays India,BARCLAYS GLOBAL SERVICE CENTRE PVT LTD,U74140MH2007PTC174000,barclays.com,https://search.jobs.barclays/india,WORKDAY,YES
BNP Paribas India,BNP PARIBAS FINANCIAL SERVICES INDIA PVT LTD,U65191MH2005PTC156000,bnpparibas.com,https://group.bnpparibas/en/careers,SUCCESSFACTORS,YES
Wells Fargo India,WELLS FARGO INDIA SOLUTIONS PRIVATE LIMITED,U74140KA2009PTC052000,wellsfargo.com,https://www.wellsfargojobs.com/en/jobs/?location=India,WORKDAY,YES
Fidelity India,FIDELITY BUSINESS SERVICES INDIA PVT LTD,U74140KA2004PTC034000,fidelity.com,https://jobs.fidelity.com/search-jobs/india,WORKDAY,YES
BlackRock India,BLACKROCK INDIA PRIVATE LIMITED,U67100MH2011PTC214000,blackrock.com,https://careers.blackrock.com/global/en/india,WORKDAY,YES
Visa India,VISA WORLDWIDE INDIA PRIVATE LIMITED,U74120MH2003FTC143000,visa.com,https://usa.visa.com/about-visa/careers.html,WORKDAY,YES
Mastercard India,MASTERCARD INDIA SERVICES PRIVATE LIMITED,U74120MH2004FTC150000,mastercard.co.in,https://careers.mastercard.com/us/en/india-jobs,WORKDAY,YES
American Express India,AMERICAN EXPRESS BANKING CORP,---,americanexpress.com,https://jobs.americanexpress.com/jobs?location=India,WORKDAY,YES
EXL Service India,EXL SERVICE PVT LTD,U74140DL2002PTC116800,exlservice.com,https://www.exlservice.com/careers,WORKDAY,YES
WNS Global Services,WNS GLOBAL SERVICES PRIVATE LIMITED,U74140MH1996PTC101686,wns.com,https://www.wns.com/careers,WORKDAY,YES
Genpact India,GENPACT INDIA PRIVATE LIMITED,U72200DL2005PTC138822,genpact.com,https://www.genpact.com/careers,WORKDAY,YES
Concentrix India,CONCENTRIX DAKSH SERVICES INDIA PVT LTD,U74140DL2001PTC113221,concentrix.com,https://jobs.concentrix.com/india,WORKDAY,YES
Teleperformance India,TELEPERFORMANCE GLOBAL SERVICES PVT LTD,U74140MH2004PTC149000,teleperformance.com,https://jobs.teleperformance.com/india,WORKDAY,YES
Conduent India,CONDUENT BUSINESS SERVICES INDIA LLP,AAJ-7623,conduent.com,https://jobs.conduent.com/india,WORKDAY,YES
Infosys BPM,INFOSYS BPM LIMITED,U72200KA2002PLC030310,infosysbpm.com,https://www.infosysbpm.com/careers.html,WORKDAY,YES
Sutherland India,SUTHERLAND GLOBAL SERVICES PRIVATE LIMITED,U74140MH1994PTC082000,sutherlandglobal.com,https://www.sutherlandglobal.com/careers,WORKDAY,YES
EY GDS India,ERNST AND YOUNG GLOBAL DELIVERY SERVICES,U74999KA2015PTC082500,ey.com/gds,https://www.ey.com/en_in/careers,WORKDAY,YES
Deloitte USI,DELOITTE CONSULTING INDIA PVT LTD,U74140MH2004PTC143000,deloitte.com/usi,https://www2.deloitte.com/in/en/pages/careers/topics/careers.html,WORKDAY,YES
PwC India (Advisory),PRICEWATERHOUSECOOPERS SERVICES LLP,AAG-8012,pwc.in,https://www.pwc.in/careers.html,WORKDAY,YES
Atos India,ATOS INDIA PRIVATE LIMITED,U72200MH2001PTC130000,atos.net,https://atos.net/en/careers,WORKDAY,YES
DXC Technology India,DXC TECHNOLOGY INDIA PRIVATE LIMITED,U72200KA2001PTC028000,dxc.com,https://careers.dxc.com/global/en/india,WORKDAY,YES
NTT Data India,NTT DATA INFORMATION TECHNOLOGY INDIA PVT LTD,U72200KA2007FTC044000,nttdata.com,https://www.nttdata.com/global/en/careers,WORKDAY,YES
Fujitsu India,FUJITSU CONSULTING INDIA PRIVATE LIMITED,U72200DL1997PTC086000,fujitsu.com,https://careers.fujitsu.com/india,WORKDAY,YES
Hitachi India,HITACHI SYSTEMS MICRO CLINIC INDIA PVT LTD,U72200DL2000PTC106000,hitachi.com,https://www.hitachivantara.com/en-us/company/jobs.html,WORKDAY,YES
Panasonic India,PANASONIC LIFE SOLUTIONS INDIA PVT LTD,U31900MH1972FTC016323,panasonic.com,https://careers.panasonic.com/india,SUCCESSFACTORS,YES
LG Electronics India,LG ELECTRONICS INDIA PRIVATE LIMITED,U32109DL1997FTC085389,lg.com,https://www.lg.com/in/careers,SUCCESSFACTORS,YES
Samsung India,SAMSUNG INDIA ELECTRONICS PRIVATE LIMITED,U32109DL1995FTC070712,samsung.com/in,https://www.samsung.com/in/aboutsamsung/samsungelectronics/india/careers/,WORKDAY,YES
Xiaomi India,XIAOMI TECHNOLOGY INDIA PRIVATE LIMITED,U72900KA2015PTC083809,mi.com/in,https://www.mi.com/in/careers,WORKDAY,YES
Realme India,REALME MOBILE TELECOMMUNICATIONS PVT LTD,U74999KA2019FTC121000,realme.com/in,https://careers.realme.com/in,WORKDAY,YES
OnePlus India,ONEPLUS TECHNOLOGY INDIA PRIVATE LIMITED,U74999KA2017FTC107000,oneplus.in,https://careers.oneplus.com/india,WORKDAY,YES
Oppo India,OPPO MOBILES INDIA PRIVATE LIMITED,U32109DL2014FTC268000,oppo.com/in,https://www.oppo.com/en/careers/,WORKDAY,YES
Vivo India,VIVO MOBILE INDIA PRIVATE LIMITED,U32109DL2014FTC268300,vivo.com/in,https://www.vivo.com/en/careers/,WORKDAY,YES
GitLab,GITLAB INDIA PRIVATE LIMITED,U72900KA2019PTC124786,gitlab.com,https://boards.greenhouse.io/gitlab,GREENHOUSE,YES
Rubrik,RUBRIK INDIA PRIVATE LIMITED,U72900KA2019PTC124787,rubrik.com,https://boards.greenhouse.io/rubrik,GREENHOUSE,YES
Druva,DRUVA TECHNOLOGIES INDIA PVT LTD,U72900KA2012PTC063000,druva.com,https://boards.greenhouse.io/druva,GREENHOUSE,YES
Samsara,SAMSARA NETWORKS INDIA PRIVATE LIMITED,U72900KA2020PTC132000,samsara.com,https://boards.greenhouse.io/samsara,GREENHOUSE,YES
Mixpanel,MIXPANEL INDIA PRIVATE LIMITED,U72900KA2015PTC083000,mixpanel.com,https://boards.greenhouse.io/mixpanel,GREENHOUSE,YES
Braze,BRAZE INDIA PRIVATE LIMITED,U72900MH2017PTC295000,braze.com,https://boards.greenhouse.io/braze,GREENHOUSE,YES
Klaviyo,KLAVIYO INDIA PRIVATE LIMITED,U72900MH2021PTC357000,klaviyo.com,https://boards.greenhouse.io/klaviyo,GREENHOUSE,YES
Figma,FIGMA INDIA PRIVATE LIMITED,U72900KA2018PTC116000,figma.com,https://boards.greenhouse.io/figma,GREENHOUSE,YES
Amplitude,AMPLITUDE ANALYTICS INDIA PVT LTD,U72900KA2018PTC117000,amplitude.com,https://boards.greenhouse.io/amplitude,GREENHOUSE,YES
Gusto,GUSTO INDIA PRIVATE LIMITED,U72900KA2020PTC133000,gusto.com,https://boards.greenhouse.io/gusto,GREENHOUSE,YES
Salesloft,SALESLOFT INDIA PRIVATE LIMITED,U72900KA2019PTC126000,salesloft.com,https://boards.greenhouse.io/salesloft,GREENHOUSE,YES
Gong,GONG INDIA PRIVATE LIMITED,U72900KA2020PTC134000,gong.io,https://careers.smartrecruiters.com/Gong,SMARTRECRUITERS,YES
Brex,BREX INDIA PRIVATE LIMITED,U72900KA2019PTC127000,brex.com,https://boards.greenhouse.io/brex,GREENHOUSE,YES
Vercel,VERCEL INDIA PRIVATE LIMITED,U72900KA2020PTC135000,vercel.com,https://boards.greenhouse.io/vercel,GREENHOUSE,YES
LaunchDarkly,LAUNCHDARKLY INDIA PRIVATE LIMITED,U72900KA2017PTC108000,launchdarkly.com,https://boards.greenhouse.io/launchdarkly,GREENHOUSE,YES
Algolia,ALGOLIA INDIA PRIVATE LIMITED,U72900KA2016PTC097000,algolia.com,https://boards.greenhouse.io/algolia,GREENHOUSE,YES
Contentful,CONTENTFUL INDIA PRIVATE LIMITED,U72900KA2016PTC098000,contentful.com,https://boards.greenhouse.io/contentful,GREENHOUSE,YES
6sense,6SENSE INSIGHTS INDIA PVT LTD,U72900KA2019PTC128000,6sense.com,https://boards.greenhouse.io/6sense,GREENHOUSE,YES
Vonage,VONAGE INDIA PRIVATE LIMITED,U72900KA2015PTC084000,vonage.com,https://boards.greenhouse.io/vonage,GREENHOUSE,YES
Bandwidth,BANDWIDTH INDIA PRIVATE LIMITED,U72900KA2016PTC099100,bandwidth.com,https://boards.greenhouse.io/bandwidth,GREENHOUSE,YES
Sendbird,SENDBIRD INDIA PRIVATE LIMITED,U72900KA2018PTC119000,sendbird.com,https://boards.greenhouse.io/sendbird,GREENHOUSE,YES
